rank,domain,is_chinese,score,tier,official,nsfw,eco_count,effort,ecosystems,names,langs
975,politeandgood.com,0,18,T3,,0,1,to-build,mihon,Broccoli Soup,en
976,poseidon-scans.net,0,18,T3,,0,1,to-build,mihon,Poseidon Scans,fr
977,pretty-frank.com,0,18,T3,,0,1,to-build,aidoku,th.prettyfrank,th
978,projectsuki.com,0,18,T3,,0,1,to-build,mihon,Project Suki,all
979,qimanga.com,0,18,T3,,0,1,to-build,mihon,QiScans,en
980,qimanga.org,0,18,T3,,0,1,to-build,aidoku,en.qiscans,en
981,questionablecontent.net,0,18,T3,,0,1,to-build,mihon,Questionable Content,en
982,r1.richtoon.top,0,18,T3,,0,1,to-build,mihon,RichtoScan,es
983,rackusreads.com,0,18,T3,,0,1,to-build,mihon,Rackus,en
984,ragescans.com,0,18,T3,,0,1,to-build,mihon,Rage Scans,en
985,ragnarokscanlation.org,0,18,T3,,0,1,to-build,mihon,Ragnarok Scanlation,es
986,ragnarscans.net,0,18,T3,,0,1,to-build,mihon,Ragnar Scans,tr
987,raijin-scans.fr,0,18,T3,,0,1,to-build,mihon,Raijin Scans,fr
988,raindropteamfan.com,0,18,T3,,0,1,to-build,mihon,Raindrop Fansub,tr
989,randowis.com,0,18,T3,,0,1,to-build,mihon,Randowiz,en
990,ravenscans.org,0,18,T3,,0,1,to-build,mihon,Raven Scans,en
991,raventard.xyz,0,18,T3,,0,1,to-build,mihon,RavenManga,es
992,rawbaka.com,0,18,T3,,0,1,to-build,mihon,RawBaka,ja
993,rawinu.com,0,18,T3,,0,1,to-build,mihon,RawINU,ja
994,rawkuro.net,0,18,T3,,0,1,to-build,aidoku,ja.rawkuro,ja
995,rawmiu.com,0,18,T3,,0,1,to-build,mihon,RawMiu,ja
996,rawuwu.net,0,18,T3,,0,1,to-build,mihon,Raw UwU,ja
997,razure.org,0,18,T3,,0,1,to-build,mihon,Razure,en
998,rdscans.com,0,18,T3,,0,1,to-build,mihon,RD Scans,en
999,re-yume.my.id,0,18,T3,,0,1,to-build,mihon,ReYume,id
1000,read-horimiya.online,0,18,T3,,0,1,to-build,mihon,Read Horimiya Online,en
1001,read-nifteam.info,0,18,T3,,0,1,to-build,mihon,NIFTeam,it
1002,read.manga-bay.org,0,18,T3,,0,1,to-build,mihon,Manga-Bay,en
1003,read.oppai.stream,0,18,T3,,0,1,to-build,mihon,Oppai Stream,en
1004,read.yagami.me,0,18,T3,,0,1,to-build,mihon,YagamiProject,ru
1005,readallcomics.com,0,18,T3,,0,1,to-build,mihon,ReadAllComics,en
1006,readbagabondo.com,0,18,T3,,0,1,to-build,mihon,Read Vagabond Manga,en
1007,readberserk.com,0,18,T3,,0,1,to-build,mihon,Read Berserk Manga,en
1008,readcomiconline.li,0,18,T3,,0,1,to-build,mihon,ReadComicOnline,en
1009,reader.deathtollscans.net,0,18,T3,,0,1,to-build,mihon,Death Toll Scans,en
1010,reader.decadencescans.com,0,18,T3,,0,1,to-build,mihon,Decadence Scans,en
1011,reader.gtothegreatsite.net,0,18,T3,,0,1,to-build,mihon,GTO The Great Site,it
1012,reader.hastateam.com,0,18,T3,,0,1,to-build,mihon,Hasta Team,it
1013,reader.mangatellers.gr,0,18,T3,,0,1,to-build,mihon,Mangatellers,en
1014,readhunters.xyz,0,18,T3,,0,1,to-build,mihon,Hunters Scan,pt-br
1015,reallifecomics.com,0,18,T3,,0,1,to-build,mihon,Real Life Comics,en
1016,reapertrans.com,0,18,T3,,0,1,to-build,mihon,ReaperTrans,th
1017,reimanga.net,0,18,T3,,0,1,to-build,mihon,ReiManga,en
1018,renascans.net,0,18,T3,,0,1,to-build,mihon,Renascans,en
1019,rfdragonscan.net,0,18,T3,,0,1,to-build,mihon,RF Dragon Scan,pt-br
1020,rimacomiplus.jp,0,18,T3,,0,1,to-build,mihon,RimacomiPlus,ja
1021,rimuscan.fr,0,18,T3,,0,1,to-build,mihon,Rimu Scans,fr
1022,rinkocomics.com,0,18,T3,,0,1,to-build,mihon,Rinko Comics,en
1023,risentoons.xyz,0,18,T3,,0,1,to-build,mihon,Risentoons,pt-br
1024,ritharscans.com,0,18,T3,,0,1,to-build,mihon,RitharScans,en
1025,riztranslation.pages.dev,0,18,T3,,0,1,to-build,mihon,Riztranslation,id
1026,rizzcomic.com,0,18,T3,,0,1,to-build,mihon,Rizz Comic (unoriginal),en
1027,rncalation.online,0,18,T3,,0,1,to-build,mihon,Rncalation,es
1028,rocksmanga.com,0,18,T3,,0,1,to-build,mihon,Rocks Manga,ar
1029,rokaricomics.com,0,18,T3,,0,1,to-build,mihon,RokariComics,en
1030,roliascan.com,0,18,T3,,0,1,to-build,mihon,Rolia Scan,en
1031,rookie.shonenjump.com,0,18,T3,,0,1,to-build,mihon,Jump Rookie!,ja
1032,roseveil.org,0,18,T3,,0,1,to-build,mihon,Roseveil,id
1033,roxinha.online,0,18,T3,,0,1,to-build,mihon,Roxinha,pt-br
1034,ru.com-x.life,0,18,T3,,0,1,to-build,mihon,Com-X,ru
1035,ru.niadd.com,0,18,T3,,0,1,to-build,mihon,Niadd,ru
1036,ru.novelcool.com,0,18,T3,,0,1,to-build,mihon,NovelCool,ru
1037,ruyamanga.net,0,18,T3,,0,1,to-build,mihon,Rüya Manga.net,tr
1038,ruyamanga2.com,0,18,T3,,0,1,to-build,mihon,Rüya Manga,tr
1039,s2read.com,0,18,T3,,0,1,to-build,mihon,S2Manga,en
1040,sabrina-online.com,0,18,T3,,0,1,to-build,mihon,Sabrina Online,en
1041,sacachispa.site,0,18,T3,,0,1,to-build,mihon,SACACHISPA,en
1042,sai-zen-sen.jp,0,18,T3,,0,1,to-build,mihon,Twi4,ja
1043,samurai.j5z.xyz,0,18,T3,,0,1,to-build,mihon,SamuraiScan,es
1044,sanascans.com,0,18,T3,,0,1,to-build,mihon,Sana Scans,en
1045,sandraandwoo.com,0,18,T3,,0,1,to-build,mihon,Sandra and Woo|Sandra und Woo,de|en
1046,sangchanhteam.com,0,18,T3,,0,1,to-build,mihon,SangChanhTeam,vi
1047,sapphirescan.com,0,18,T3,,0,1,to-build,mihon,SapphireScan,es
1048,sas-api.fly.dev,0,18,T3,,0,1,to-build,mihon,Solar and Sundry,en
1049,saytongtaii.site,0,18,T3,,0,1,to-build,mihon,MeDamTruyen,vi
1050,scan-inmortal.com,0,18,T3,,0,1,to-build,mihon,Inmortal Scan,es
1051,scan-vf.net,0,18,T3,,0,1,to-build,mihon,Scan VF,fr
1052,scanpinkrosa.blogspot.com,0,18,T3,,0,1,to-build,mihon,Pink Rosa,pt-br
1053,scanreader.net,0,18,T3,,0,1,to-build,mihon,Scan Reader,fr
1054,scans.gg,0,18,T3,,0,1,to-build,mihon,ScansGG,en
1055,scansfr.com,0,18,T3,,0,1,to-build,mihon,ScansFR,fr
1056,scantrad-union.com,0,18,T3,,0,1,to-build,mihon,Scantrad Union,fr
1057,schlockmercenary.com,0,18,T3,,0,1,to-build,mihon,Schlock Mercenary,en
1058,scythescans.com,0,18,T3,,0,1,to-build,mihon,Scythe Scans,en
1059,seikowo-app.blogspot.com,0,18,T3,,0,1,to-build,mihon,Seikowo,vi
1060,sektekomik.id,0,18,T3,,0,1,to-build,mihon,Sekte Komik,id
1061,sereinscan.com,0,18,T3,,0,1,to-build,mihon,Serein Scan,tr
1062,setsuscans.com,0,18,T3,,0,1,to-build,mihon,Setsu Scans,en
1063,shademanga.com,0,18,T3,,0,1,to-build,mihon,Shadow Manga|Shadow Manga (+18),es
1064,shadowceviri.blogspot.com,0,18,T3,,0,1,to-build,mihon,Shadow Çeviri,tr
1065,shijiescans.com,0,18,T3,,0,1,to-build,mihon,Shijie Scans,tr
1066,shiraixis.space,0,18,T3,,0,1,to-build,mihon,Shirai Scans,pt-br
1067,shiyurasub.blogspot.com,0,18,T3,,0,1,to-build,mihon,ShiyuraSub,id
1068,siikomik.id,0,18,T3,,0,1,to-build,mihon,Siikomik,id
1069,sing-manga.com,0,18,T3,,0,1,to-build,mihon,SingManga,th
1070,sirenscans.com,0,18,T3,,0,1,to-build,mihon,Siren Scans,en
1071,sirenscans.fr,0,18,T3,,0,1,to-build,mihon,Siren Scans FR,fr
1072,skymangas.com,0,18,T3,,0,1,to-build,mihon,SkyMangas,es
1073,slashlib.me,0,18,T3,,0,1,to-build,mihon,SlashLib,ru
1074,sleepytranslations.com,0,18,T3,,0,1,to-build,mihon,Sleepy Translations,en
1075,sleptmanga.com.tr,0,18,T3,,0,1,to-build,mihon,Slept Manga,tr
1076,slimeread.app,0,18,T3,,0,1,to-build,mihon,SlimeRead (unoriginal),pt-br
1077,slow-manga.net,0,18,T3,,0,1,to-build,mihon,Slow Manga,th
1078,smbc-comics.com,0,18,T3,,0,1,to-build,mihon,Saturday Morning Breakfast Comics,en
1079,soaicacomic2.top,0,18,T3,,0,1,to-build,mihon,SoaiCaComic,vi
1080,softkomik.co,0,18,T3,,0,1,to-build,mihon,Softkomik,id
1081,solaris-scans.fr,0,18,T3,,0,1,to-build,mihon,Solaris Scans,fr
1082,soraraw.com,0,18,T3,,0,1,to-build,aidoku,ja.soraraw,ja
1083,sp.manga.nicovideo.jp,0,18,T3,,0,1,to-build,mihon,Nicovideo Seiga,ja
1084,sparkmanga.net,0,18,T3,,0,1,to-build,mihon,MangaSpark,ar
1085,speed-manga.net,0,18,T3,,0,1,to-build,mihon,Speed Manga,th
1086,spicyseries.com,0,18,T3,,0,1,to-build,mihon,Spicy Scan,es
1087,spmanhwa.online,0,18,T3,,0,1,to-build,mihon,Spmanhwa,en
1088,starzmanga.com,0,18,T3,,0,1,to-build,mihon,Manga Starz,ar
1089,stellarsaber.pro,0,18,T3,,0,1,to-build,mihon,StellarSaber,ar
1090,studio.booklista.co.jp,0,18,T3,,0,1,to-build,mihon,Booklista Studio,ja
1091,summertoons.net,0,18,T3,,0,1,to-build,mihon,SummerToon,tr
1092,sunday-webry.com,0,18,T3,,0,1,to-build,mihon,Sunday Web Every,ja
1093,sunsetmanga.com,0,18,T3,,0,1,to-build,mihon,Sunset Manga,tr
1094,supermegacomics.com,0,18,T3,,0,1,to-build,mihon,SUPER MEGA,en
1095,sushiscan.fr,0,18,T3,,0,1,to-build,mihon,Sushiscan.fr,fr
1096,swordscomic.com,0,18,T3,,0,1,to-build,mihon,Swords Comic,en
1097,taddy.org,0,18,T3,,0,1,to-build,mihon,Taddy INK (Webtoons),all
1098,taiyo.moe,0,18,T3,,0,1,to-build,mihon,Taiyō,pt-br
1099,takecomic.jp,0,18,T3,,0,1,to-build,mihon,TakeComic,ja
1100,tanuki-manga.net,0,18,T3,,0,1,to-build,mihon,Tanuki-Manga,th
1101,taosect.com,0,18,T3,,0,1,to-build,mihon,Tao Sect,pt-br
1102,tappytoon.com,0,18,T3,,0,1,to-build,mihon,Tappytoon,de|en|fr
1103,tarotscans.com,0,18,T3,,0,1,to-build,mihon,Tarot Scans,tr
1104,team-shadowi.com,0,18,T3,,0,1,to-build,mihon,Team Shadowi,en
1105,teamscanr.fr,0,18,T3,,0,1,to-build,mihon,ScanR,fr
1106,teletruyen.com,0,18,T3,,0,1,to-build,mihon,TeleTruyen,vi
1107,tenshimanga.com,0,18,T3,,0,1,to-build,mihon,Tenshi Manga,tr
1108,theduckwebcomics.com,0,18,T3,,0,1,to-build,mihon,The Duck Webcomics,en
1109,thegirlfromrandomchatting.com,0,18,T3,,0,1,to-build,mihon,The Girl from Random Chatting Manga Online,en
1110,thelibraryofohara.com,0,18,T3,,0,1,to-build,mihon,The Library of Ohara,ar|en|es|fr|id|it
1111,themanga.site,0,18,T3,,0,1,to-build,mihon,TheManga,id
1112,thohamngu.xyz,0,18,T3,,0,1,to-build,mihon,Thỏ Ham Ngủ,vi
1113,tilkiscans.com,0,18,T3,,0,1,to-build,mihon,MangaTilkisi,tr
1114,timelesstoons.org,0,18,T3,,0,1,to-build,mihon,TimelessToons,en
1115,tiraninha.world,0,18,T3,,0,1,to-build,mihon,Little Tyrant,pt-br
1116,tkor153.com,0,18,T3,,0,1,to-build,mihon,Toonkor,ko
1117,to-corona-ex.com,0,18,T3,,0,1,to-build,mihon,Corona EX,ja
1118,todaymanga.com,0,18,T3,,0,1,to-build,mihon,TodayManga,en
1119,tomilo-lib.ru,0,18,T3,,0,1,to-build,mihon,Tomilo-lib,ru
1120,tonarinoyj.jp,0,18,T3,,0,1,to-build,mihon,Tonari no Young Jump,ja
1121,tonizu.top,0,18,T3,,0,1,to-build,mihon,TonizuToon,tr
1122,toomtam-manga.com,0,18,T3,,0,1,to-build,mihon,ToomTam-Manga,th
1123,toongod.org,0,18,T3,,0,1,to-build,mihon,ToonGod,en
1124,toonily.me,0,18,T3,,0,1,to-build,aidoku,en.toonilyme,en
1125,toonizy.com,0,18,T3,,0,1,to-build,mihon,Toonizy,en
1126,toonlivre.net,0,18,T3,,0,1,to-build,mihon,ToonLivre,pt-br
1127,toontaku.com,0,18,T3,,0,1,to-build,mihon,Toontaku,tr
1128,topmanhua.fan,0,18,T3,,0,1,to-build,mihon,TopManhua.fan,en
1129,topmanhua.net,0,18,T3,,0,1,to-build,mihon,TopManhua.net,en
1130,toptruyenzonee.com,0,18,T3,,0,1,to-build,mihon,Top Truyen,vi
1131,traduccionesmoonlight.com,0,18,T3,,0,1,to-build,mihon,Traducciones Moonlight,es
1132,traducoesdolipe.blogspot.com,0,18,T3,,0,1,to-build,mihon,Traduções do Lipe,pt-br
1133,tritinia.org,0,18,T3,,0,1,to-build,mihon,TritiniaScans,en
1134,trmanga.com,0,18,T3,,0,1,to-build,mihon,TrManga,tr
1135,trmangaoku.com,0,18,T3,,0,1,to-build,mihon,Türkçe Manga Oku,tr
1136,truyenggvn.com,0,18,T3,,0,1,to-build,mihon,TruyenGGVN,vi
1137,truyenkira.net,0,18,T3,,0,1,to-build,mihon,KiraKira,vi
1138,truyenqq.com.vn,0,18,T3,,0,1,to-build,mihon,TruyenQQ VN,vi
1139,truyenqq.online,0,18,T3,,0,1,to-build,aidoku,vi.truyenqq2,vi
1140,truyentini.net,0,18,T3,,0,1,to-build,mihon,TruyenTini,vi
1141,truyentuoitho.com,0,18,T3,,0,1,to-build,mihon,TruyenTuoiTho,vi
1142,tsundoku.com.br,0,18,T3,,0,1,to-build,mihon,Tsundoku Traduções,pt-br
1143,tuitruyen.top,0,18,T3,,0,1,to-build,mihon,TuiTruyen,vi
1144,tusachxinhxinh12.online,0,18,T3,,0,1,to-build,mihon,TuSachXinhXinh,vi
1145,tuttoanimemanga.net,0,18,T3,,0,1,to-build,mihon,TuttoAnimeManga,it
1146,twatt.fr,0,18,T3,,0,1,to-build,mihon,Twatt,fr
1147,twicomi.com,0,18,T3,,0,1,to-build,mihon,Twicomi,all
1148,twokinds.keenspot.com,0,18,T3,,0,1,to-build,mihon,Keenspot TwoKinds,en
1149,uchuujinmangas.com,0,18,T3,,0,1,to-build,mihon,Uchuujin Projects,es
1150,ulascomic01.xyz,0,18,T3,,0,1,to-build,mihon,Ulas Comic,id
1151,unicomics.ru,0,18,T3,,0,1,to-build,mihon,UniComics,ru
1152,universe.leagueoflegends.com,0,18,T3,,0,1,to-build,mihon,League of Legends,cs|de|el|en|es|es-419|fr|hu|it|ja|ko|pl|pt-br|ro|ru|tr
1153,up-manga.com,0,18,T3,,0,1,to-build,aidoku,th.upmanga,th
1154,utsukushii-bg.com,0,18,T3,,0,1,to-build,mihon,Utsukushii,bg
1155,uzaymanga.com,0,18,T3,,0,1,to-build,mihon,Uzay Manga,tr
1156,v1.bacami.site,0,18,T3,,0,1,to-build,mihon,Bacami,id
1157,v1.komiknesiaku.com,0,18,T3,,0,1,to-build,mihon,KomikNesia,id
1158,v1.puremanga.me,0,18,T3,,0,1,to-build,mihon,PureManga,ru
1159,v1.soulscans.org,0,18,T3,,0,1,to-build,mihon,Soul Scans,id
1160,v1.westmanga.my,0,18,T3,,0,1,to-build,mihon,West Manga,id
1161,v2.voratoon.com,0,18,T3,,0,1,to-build,mihon,VoraToon,id
1162,v3.ainzscans01.com,0,18,T3,,0,1,to-build,mihon,Ainz Scans ID,id
1163,v3.comicaso.pro,0,18,T3,,0,1,to-build,mihon,Comicaso,id
1164,v5.luvyaa.co,0,18,T3,,0,1,to-build,mihon,Luvyaa,id
1165,v7.kiryuu.to,0,18,T3,,0,1,to-build,mihon,Kiryuu,id
1166,valirscans.org,0,18,T3,,0,1,to-build,mihon,Valir Scans,en
1167,vanillascans.org,0,18,T3,,0,1,to-build,mihon,Vanilla Scans,en
1168,vegitoons.black,0,18,T3,,0,1,to-build,mihon,Vegitoons,pt-br
1169,verdinha.wtf,0,18,T3,,0,1,to-build,mihon,Verdinha,pt-br
1170,vgperson.com,0,18,T3,,0,1,to-build,mihon,vgperson,en
1171,video.unext.jp,0,18,T3,,0,1,to-build,mihon,U-NEXT,ja
1172,viewer.heros-web.com,0,18,T3,,0,1,to-build,mihon,Comiplex,ja
1173,violetscans.org,0,18,T3,,0,1,to-build,mihon,Violet Scans,en
1174,visionhaze.com,0,18,T3,,0,1,to-build,mihon,Vision Haze,en
1175,visor.chifa-tong.online,0,18,T3,,0,1,to-build,mihon,Lector Asteria,es
1176,visorikigai.gettocaboca.com,0,18,T3,,0,1,to-build,mihon,Ikigai Mangas,es
1177,visorjpg.lat,0,18,T3,,0,1,to-build,mihon,LectorJPG,es
1178,vitruyen1.com,0,18,T3,,0,1,to-build,mihon,ViTruyen,vi
1179,viz.com,0,18,T3,,0,1,to-build,mihon,VIZ Manga|VIZ Shonen Jump,en
1180,voyce.me,0,18,T3,,0,1,to-build,mihon,VoyceMe,en
1181,w11.1punchman.com,0,18,T3,,0,1,to-build,mihon,One Punch Man Online,en
1182,walpurgiscan.it,0,18,T3,,0,1,to-build,mihon,Walpurgi Scan,it
1183,wamanga.ru,0,18,T3,,0,1,to-build,mihon,WaManga,ru
1184,web.usagi.one,0,18,T3,,0,1,to-build,mihon,Usagi,ru
1185,webcomic.ohtabooks.com,0,18,T3,,0,1,to-build,mihon,Ohta Web Comic,ja
1186,webcomicsapp.com,0,18,T3,,0,1,to-build,mihon,Webcomics,en|es|fr|id|pt
1187,webdexscans.com,0,18,T3,,0,1,to-build,mihon,Webdex Scans,en
1188,webnovel.com,0,18,T3,,0,1,to-build,mihon,WebNovel,en
1189,webtoonhatti.club,0,18,T3,,0,1,to-build,mihon,Webtoon Hatti,tr
1190,webtoonoku.org,0,18,T3,,0,1,to-build,mihon,WebtoonOku,tr
1191,webtoonscan.com,0,18,T3,,0,1,to-build,mihon,WebtoonScan,en
1192,weloma.net,0,18,T3,,0,1,to-build,mihon,WeLoveManga,ja
1193,wfwf414.com,0,18,T3,,0,1,to-build,mihon,늑대닷컴 - 만화책|늑대닷컴 - 웹툰|늑대닷컴 - 포토툰,ko
1194,witchtoons.net,0,18,T3,,0,1,to-build,mihon,WitchScans,en
1195,wolftoon.lovable.app,0,18,T3,,0,1,to-build,mihon,Wolftoon,pt-br
1196,woopread.com,0,18,T3,,0,1,to-build,mihon,WoopRead,en
1197,wp.comicskingdom.com,0,18,T3,,0,1,to-build,mihon,Comics Kingdom,en|es
1198,writerscans.com,0,18,T3,,0,1,to-build,mihon,Writer Scans,en
1199,wurmz.net,0,18,T3,,0,1,to-build,mihon,Wurmz,id
1200,wuxiaworld.site,0,18,T3,,0,1,to-build,mihon,WuxiaWorld,en
1201,ww10.readblackclover.com,0,18,T3,,0,1,to-build,mihon,Read Black Clover Manga Online,en
1202,ww12.readsnk.com,0,18,T3,,0,1,to-build,mihon,Read Attack on Titan Shingeki no Kyojin Manga,en
1203,ww12.tokyoghoulre.com,0,18,T3,,0,1,to-build,mihon,Read Tokyo Ghoul Re & Tokyo Ghoul Manga Online,en
1204,ww13.readonepiece.com,0,18,T3,,0,1,to-build,mihon,Read One Piece Manga Online,en
1205,ww3.mangafreak.me,0,18,T3,,0,1,to-build,mihon,Mangafreak,en
1206,ww4.readsololeveling.org,0,18,T3,,0,1,to-build,mihon,Read Solo Leveling Manga Manhwa Online,en
1207,ww6.readjujutsukaisen.com,0,18,T3,,0,1,to-build,mihon,Read Jujutsu Kaisen Manga Online,en
1208,ww6.readkingdom.com,0,18,T3,,0,1,to-build,mihon,Read Kingdom Manga Online,en
1209,ww7.readopm.com,0,18,T3,,0,1,to-build,mihon,Read One-Punch Man Manga Online,en
1210,ww8.read7deadlysins.com,0,18,T3,,0,1,to-build,mihon,Read Nanatsu no Taizai 7 Deadly Sins Manga Online,en
1211,ww9.readfairytail.com,0,18,T3,,0,1,to-build,mihon,Read Fairy Tail & Edens Zero Manga Online,en
1212,xkcd.com,0,18,T3,,0,1,to-build,mihon,xkcd,en
1213,xkcd.lapin.org,0,18,T3,,0,1,to-build,mihon,xkcd,fr
1214,xkcd.ru,0,18,T3,,0,1,to-build,mihon,xkcd,ru
1215,xn--l3c0azab5a2gta.com,0,18,T3,,0,1,to-build,mihon,สดใสเมะ,th
1216,xomanga.site,0,18,T3,,0,1,to-build,mihon,XoManga,en
1217,xoxocomic.com,0,18,T3,,0,1,to-build,mihon,XOXO Comics,en
1218,xrabohrok.github.io,0,18,T3,,0,1,to-build,mihon,War For Rayuba,en
1219,xsano-manga.com,0,18,T3,,0,1,to-build,mihon,XSano Manga,ar
1220,yakshacomics.com,0,18,T3,,0,1,to-build,mihon,YakshaComics,en
1221,yaoifanclub.com,0,18,T3,,0,1,to-build,mihon,Yaoi Fan Club,pt-br
1222,yaoiscan.com,0,18,T3,,0,1,to-build,mihon,YaoiScan,en
1223,ynjn.jp,0,18,T3,,0,1,to-build,mihon,Young Jump+,ja
1224,yokai-team.blogspot.com,0,18,T3,,0,1,to-build,mihon,Yokai,ar
1225,yomonga.com,0,18,T3,,0,1,to-build,mihon,Yomonga,ja
1226,yomu.com.br,0,18,T3,,0,1,to-build,mihon,Yomu Comics,pt-br
1227,yorai.io,0,18,T3,,0,1,to-build,mihon,Yorai,en
1228,younganimal.com,0,18,T3,,0,1,to-build,mihon,Young Animal,ja
1229,youngchampion.jp,0,18,T3,,0,1,to-build,mihon,Young Champion,ja
1230,ysk-comics.com,0,18,T3,,0,1,to-build,mihon,YSK Comics,ar|en
1231,yugenmangasbr.dxtg.online,0,18,T3,,0,1,to-build,mihon,Yugen Mangás,pt-br
1232,yupmanga.com,0,18,T3,,0,1,to-build,mihon,Yupmanga,es
1233,yuri-online.com,0,18,T3,,0,1,to-build,mihon,Yuri-Online,es
1234,yurigarden.moe,0,18,T3,,0,1,to-build,mihon,YuriGarden,vi
1235,yurilab.top,0,18,T3,,0,1,to-build,mihon,Ota Scans,id
1236,yurinekoz.com,0,18,T3,,0,1,to-build,mihon,YuriNeko,vi
1237,yurionair.top,0,18,T3,,0,1,to-build,mihon,Yuri on Air,pt-br
1238,zazamanga.com,0,18,T3,,0,1,to-build,mihon,Zazamanga,en
1239,zebrack-comic.shueisha.co.jp,0,18,T3,,0,1,to-build,mihon,Zebrack,ja
1240,zenko.online,0,18,T3,,0,1,to-build,mihon,Zenko,uk
1241,zerosumonline.com,0,18,T3,,0,1,to-build,mihon,Zerosum Online,ja
1242,zettruyen.homes,0,18,T3,,0,1,to-build,aidoku,vi.zettruyen,vi
1243,zettruyen1.com,0,18,T3,,0,1,to-build,mihon,ZetTruyen,vi
1244,zeurelscan.com,0,18,T3,,0,1,to-build,mihon,ZeurelScan,it
1245,zinmanga.net,0,18,T3,,0,1,to-build,mihon,Zinmanga.net,en
1246,zonatmo.org,0,18,T3,,0,1,to-build,mihon,ZonaTMO.org (unoriginal),es
1247,zonatmo.to,0,18,T3,,0,1,to-build,mihon,Zonatmo.to (unoriginal),es
1248,kanzenin.info,0,16,T3,,1,2,to-build,aidoku|mihon,Kanzenin|id.kanzenin,id
1249,komiktap.info,0,16,T3,,1,2,to-build,aidoku|mihon,Komiktap|id.komiktap,id
1250,mangasusuku.com,0,16,T3,,1,2,to-build,aidoku|mihon,Mangasusu|id.mangasusu,id
1251,mangaworldadult.net,0,16,T3,,1,2,to-build,aidoku|mihon,MangaworldAdult|it.mangaworldadult,it
1252,senkuro.me,0,16,T3,,1,2,to-build,aidoku|mihon,Senkognito|Senkuro|ru.senkuro,ru
1253,02.kaguya.pro,0,6,T3,,1,1,to-build,mihon,Kaguya,id
1254,02.manhwaland.land,0,6,T3,,1,1,to-build,mihon,ManhwaLand.mom,id
1255,18porncomic.com,0,6,T3,,1,1,to-build,mihon,18 Porn Comic,en
1256,20.allhen.online,0,6,T3,,1,1,to-build,mihon,AllHentai,ru
1257,2tencb.pro,0,6,T3,,1,1,to-build,mihon,CBHentai,vi
1258,3600000.xyz,0,6,T3,,1,1,to-build,mihon,3600000 Beauty,all
1259,3xyaoi.com,0,6,T3,,1,1,to-build,mihon,XXX Yaoi,pt-br
1260,4khd.com,0,6,T3,,1,1,to-build,mihon,4KHD,all
1261,9hentai.so,0,6,T3,,1,1,existing,mihon,NineHentai,en
1262,acervohentai.com,0,6,T3,,1,1,to-build,mihon,Acervo Hentai,pt-br
1263,aedexnox.akan01.com,0,6,T3,,1,1,to-build,mihon,Temple Scan,es
1264,ahottie.top,0,6,T3,,1,1,to-build,mihon,AHottie,all
1265,allporncomic.com,0,6,T3,,1,1,to-build,mihon,AllPornComic,en
1266,allporncomic.io,0,6,T3,,1,1,to-build,mihon,AllPornComic.io,en
1267,allporncomics.co,0,6,T3,,1,1,to-build,mihon,AllPornComics.co,all
1268,apcomics.org,0,6,T3,,1,1,to-build,mihon,AP Comics,en
1269,apollcomics.es,0,6,T3,,1,1,to-build,mihon,ApollComics,es
1270,arabhentai.net,0,6,T3,,1,1,to-build,mihon,هنتاي العرب - نت,ar
1271,arabmanhwa.com,0,6,T3,,1,1,to-build,mihon,ArabManhwa,ar
1272,arabshentai.com,0,6,T3,,1,1,to-build,mihon,هنتاي العرب,ar
1273,arabtoons.net,0,6,T3,,1,1,to-build,mihon,عرب تونز,ar
1274,arbxcomix.com,0,6,T3,,1,1,to-build,mihon,ArbxComix,ar
1275,asialotuss.com,0,6,T3,,1,1,to-build,mihon,Asia Lotus,es
1276,asiatoon.net,0,6,T3,,1,1,to-build,mihon,AsiaToon,en
1277,astralscans.top,0,6,T3,,1,1,to-build,mihon,Astral Scans,id
1278,bakai.org,0,6,T3,,1,1,to-build,mihon,Bakai,pt-br
1279,baobua.net,0,6,T3,,1,1,to-build,mihon,BaoBua,all
1280,bestporncomix.com,0,6,T3,,1,1,to-build,mihon,PornComix,en
1281,beta.kumopoi.com,0,6,T3,,1,1,to-build,mihon,KumoPoi,id
1282,blackoutcomics.com,0,6,T3,,1,1,to-build,mihon,Blackout Comics,pt-br
1283,brasilhentai.com,0,6,T3,,1,1,to-build,mihon,Brasil Hentai,pt-br
1284,bryaoi.com,0,6,T3,,1,1,to-build,mihon,BR Yaoi,pt-br
1285,buondua.com,0,6,T3,,1,1,to-build,mihon,Buon Dua,all
1286,bymichiby.com,0,6,T3,,1,1,to-build,mihon,Bymichi Scan,es
1287,cat-300.com,0,6,T3,,1,1,to-build,mihon,Cat300,th
1288,catzaa.net,0,6,T3,,1,1,to-build,mihon,Catzaa,th
1289,chochox.com,0,6,T3,,1,1,to-build,mihon,ChoChoX,es
1290,colorcitoscan.com,0,6,T3,,1,1,to-build,mihon,Colorcito Scan,es
1291,comic.cx,0,6,T3,,1,1,to-build,mihon,Comic CX,en
1292,comics.8muses.com,0,6,T3,,1,1,to-build,mihon,8Muses,en
1293,comicsvalley.com,0,6,T3,,1,1,to-build,mihon,Comics Valley,all
1294,coomer.st,0,6,T3,,1,1,to-build,mihon,Coomer,all
1295,covendasbruxonas.com,0,6,T3,,1,1,to-build,mihon,Coven Scan,pt-br
1296,crotpedia.net,0,6,T3,,1,1,to-build,mihon,CrotPedia,id
